802	361	498	559
803	468	450	577
804	413	507	557
805	454	507	603
806	418	532	587
807	524	581	593
808	522	494	575
809	517	514	591
810	487	421	595
811	444	522	611
812	476	455	600
813	502	541	616
814	533	606	605
815	494	601	603
816	513	528	596
817	434	580	594
818	434	464	606
819	452	493	588
820	446	430	583
821	414	499	583
822	450	516	590
823	503	560	587
824	446	497	572
825	476	546	594
826	446	536	589
827	459	473	609
828	455	514	597
829	449	523	596
830	450	609	594
831	516	641	616
832	460	609	616
833	506	605	577
834	488	563	599
835	478	467	578
836	441	549	603
837	439	440	601
838	477	578	607
839	502	561	624
840	530	564	597
841	449	529	579
842	444	519	605
843	487	455	604
844	419	471	615
845	447	464	608
846	464	560	611
847	534	543	638
848	466	673	614
849	517	557	608
850	438	644	591
851	480	469	614
852	450	557	605
853	454	481	586
854	481	595	595
855	520	584	594
856	488	621	610
857	457	524	595
858	420	633	589
859	515	452	620
860	433	548	589
861	437	412	599
862	532	605	629
863	516	526	623
864	487	656	609
865	527	505	614
866	476	568	612
867	465	445	609
868	485	511	617
869	489	496	586
870	505	575	625
871	524	543	614
872	533	633	612
873	562	514	618
874	510	590	620
875	501	473	629
876	462	435	612
877	458	498	596
878	543	561	647
879	539	598	598
880	512	574	613
881	532	487	609
882	491	532	600
883	432	445	616
884	493	487	622
885	482	423	585
886	518	489	624
887	494	538	612
888	523	538	613
889	539	588	607
890	527	561	630
891	502	559	606
892	488	481	613
893	545	515	613
894	529	520	606
895	551	653	616
896	553	606	603
897	561	615	612
898	540	546	600
899	516	541	593
900	517	444	589
901	474	498	581
902	544	414	606
903	521	510	595
904	494	528	609
905	540	530	597
906	526	592	623
907	569	550	606
908	553	470	619
909	558	490	595
910	539	509	587
911	523	611	606
912	557	580	612
913	576	627	615
914	610	566	622
915	521	576	581
916	520	491	612
917	537	428	583
918	553	525	626
919	544	452	604
920	549	629	611
921	584	546	603
922	543	562	611
923	517	495	578
924	610	432	656
925	542	456	584
926	589	473	630
927	605	614	576
928	590	556	615
929	534	551	562
930	555	591	605
931	562	484	594
932	521	540	594
933	535	382	590
934	599	606	630
935	519	499	567
936	613	610	601
937	620	537	588
938	598	586	614
939	538	479	583
940	535	511	607
941	574	416	574
942	559	571	603
943	513	571	576
944	609	573	599
945	547	529	577
946	665	547	630
947	559	522	574
948	540	537	580
949	536	487	566
950	545	537	602
951	578	549	593
952	588	570	600
953	588	559	581
954	613	629	609
955	595	529	588
956	560	569	579
957	538	448	580
958	583	475	589
959	576	579	580
960	546	521	584
961	589	591	580
962	644	558	609
963	559	490	571
964	588	442	569
965	530	412	567
966	568	452	584
967	597	416	570
968	620	481	587
969	592	529	569
970	647	519	600
971	537	551	570
972	579	431	610
973	533	554	564
974	502	367	585
975	572	581	558
976	538	475	561
977	588	576	578
978	595	568	574
979	580	544	560
980	517	441	552
981	537	441	561
982	492	358	566
983	453	479	542
984	566	447	581
985	623	570	556
986	630	478	578
987	526	599	541
988	545	502	575
989	564	516	556
990	554	465	526
991	481	530	542
992	585	579	548
993	598	583	584
994	599	529	559
995	581	555	563
996	545	423	545
997	509	501	538
998	510	378	574
999	452	465	544
1000	523	473	556
1001	563	502	605
1002	466	628	608
1003	457	515	596
1004	558	520	610
1005	587	558	587
1006	605	482	590
1007	491	491	569
1008	557	556	558
1009	605	509	559
1010	395	565	576
1011	486	399	587
1012	418	441	562
1013	530	514	579
1014	521	481	622
1015	545	466	574
1016	484	439	554
1017	542	628	602
1018	501	597	619
1019	463	573	590
